#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
Pseudomonas aeruginosa,Pae_CF67.10j,19537,SAMN03566414 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001035865.1 ,6.39914,66.4,-,LEII01,124,6129,5924,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/035/865/GCF_001035865.1_ASM103586v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/035/865/GCA_001035865.1_ASM103586v1
Pseudomonas aeruginosa,Pae_CF67.10k,19537,SAMN03566415 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001035875.1 ,6.4035,66.4,-,LEIJ01,175,6106,5914,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/035/875/GCF_001035875.1_ASM103587v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/035/875/GCA_001035875.1_ASM103587v1
Pseudomonas aeruginosa,Pae_CF67.10l,19537,SAMN03566416 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001035885.1 ,6.40465,66.4,-,LEIK01,119,6102,5932,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/035/885/GCF_001035885.1_ASM103588v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/035/885/GCA_001035885.1_ASM103588v1
Pseudomonas aeruginosa,Pae_CF67.10m,19537,SAMN03566417 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001035925.1 ,6.41123,66.4,-,LEIL01,123,6119,5945,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/035/925/GCF_001035925.1_ASM103592v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/035/925/GCA_001035925.1_ASM103592v1
Pseudomonas aeruginosa,Pae_CF67.10n,19537,SAMN03566418 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001035945.1 ,6.4028,66.4,-,LEIM01,152,6113,5917,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/035/945/GCF_001035945.1_ASM103594v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/035/945/GCA_001035945.1_ASM103594v1
Pseudomonas aeruginosa,Pae_CF67.10o,19537,SAMN03566419 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001035955.1 ,6.40521,66.4,-,LEIN01,117,6114,5930,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/035/955/GCF_001035955.1_ASM103595v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/035/955/GCA_001035955.1_ASM103595v1
Pseudomonas aeruginosa,Pae_CF67.10p,19537,SAMN03566420 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001035975.1 ,6.40334,66.4,-,LEIO01,196,6117,5896,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/035/975/GCF_001035975.1_ASM103597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/035/975/GCA_001035975.1_ASM103597v1
Pseudomonas aeruginosa,Pae_CF67.10q,19537,SAMN03566421 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036005.1 ,6.40647,66.4,-,LEIP01,85,6126,5949,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/005/GCF_001036005.1_ASM103600v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/005/GCA_001036005.1_ASM103600v1
Pseudomonas aeruginosa,Pae_CF67.10r,19537,SAMN03566422 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036025.1 ,6.4006,66.4,-,LEIQ01,135,6108,5927,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/025/GCF_001036025.1_ASM103602v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/025/GCA_001036025.1_ASM103602v1
Pseudomonas aeruginosa,Pae_CF67.10s,19537,SAMN03566423 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036035.1 ,6.40622,66.4,-,LEIR01,139,6120,5936,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/035/GCF_001036035.1_ASM103603v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/035/GCA_001036035.1_ASM103603v1
Pseudomonas aeruginosa,Pae_CF67.10t,19537,SAMN03566424 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036065.1 ,6.29789,66.4,-,LEIS01,974,6123,5546,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/065/GCF_001036065.1_ASM103606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/065/GCA_001036065.1_ASM103606v1
Pseudomonas aeruginosa,Pae_CF67.11a,19537,SAMN03566425 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036075.1 ,6.3655,66.3,-,LEIT01,303,-,-,6/22/2015,6/22/2015,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/075/GCF_001036075.1_ASM103607v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/075/GCA_001036075.1_ASM103607v1
Pseudomonas aeruginosa,Pae_CF67.11b,19537,SAMN03566426 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036105.1 ,6.39174,66.4,-,LEIU01,112,6118,5833,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/105/GCF_001036105.1_ASM103610v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/105/GCA_001036105.1_ASM103610v1
Pseudomonas aeruginosa,Pae_CF67.11c,19537,SAMN03566427 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036115.1 ,6.3835,66.4,-,LEIV01,172,6144,5704,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/115/GCF_001036115.1_ASM103611v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/115/GCA_001036115.1_ASM103611v1
Pseudomonas aeruginosa,Pae_CF67.11d,19537,SAMN03566428 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036145.1 ,6.40288,66.4,-,LEIW01,146,6128,5922,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/145/GCF_001036145.1_ASM103614v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/145/GCA_001036145.1_ASM103614v1
Pseudomonas aeruginosa,Pae_CF67.11e,19537,SAMN03566429 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036155.1 ,6.40522,66.4,-,LEIX01,158,6110,5923,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/155/GCF_001036155.1_ASM103615v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/155/GCA_001036155.1_ASM103615v1
Pseudomonas aeruginosa,Pae_CF67.11f,19537,SAMN03566430 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036185.1 ,6.40404,66.4,-,LEIY01,85,6130,5938,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/185/GCF_001036185.1_ASM103618v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/185/GCA_001036185.1_ASM103618v1
Pseudomonas aeruginosa,Pae_CF67.11g,19537,SAMN03566431 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036195.1 ,6.39911,66.4,-,LEIZ01,199,6103,5901,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/195/GCF_001036195.1_ASM103619v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/195/GCA_001036195.1_ASM103619v1
Pseudomonas aeruginosa,Pae_CF67.11h,19537,SAMN03566432 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036225.1 ,6.4015,66.4,-,LEJA01,172,6107,5921,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/225/GCF_001036225.1_ASM103622v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/225/GCA_001036225.1_ASM103622v1
Pseudomonas aeruginosa,Pae_CF67.11i,19537,SAMN03566433 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036235.1 ,6.38846,66.4,-,LEJB01,231,6129,5886,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/235/GCF_001036235.1_ASM103623v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/235/GCA_001036235.1_ASM103623v1
Pseudomonas aeruginosa,Pae_CF67.11j,19537,SAMN03566434 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036255.1 ,6.40376,66.4,-,LEJC01,85,6119,5941,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/255/GCF_001036255.1_ASM103625v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/255/GCA_001036255.1_ASM103625v1
Pseudomonas aeruginosa,Pae_CF67.11k,19537,SAMN03566435 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036265.1 ,6.40512,66.4,-,LEJD01,131,6118,5931,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/265/GCF_001036265.1_ASM103626v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/265/GCA_001036265.1_ASM103626v1
Pseudomonas aeruginosa,Pae_CF67.12a,19537,SAMN03566444 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036305.1 ,6.39091,66.4,-,LEJE01,202,6142,5634,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/305/GCF_001036305.1_ASM103630v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/305/GCA_001036305.1_ASM103630v1
Pseudomonas aeruginosa,Pae_CF67.11l,19537,SAMN03566436 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036335.1 ,6.4054,66.4,-,LEJG01,155,6117,5926,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/335/GCF_001036335.1_ASM103633v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/335/GCA_001036335.1_ASM103633v1
Pseudomonas aeruginosa,Pae_CF67.11m,19537,SAMN03566437 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036355.1 ,6.40369,66.4,-,LEJH01,96,6126,5930,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/355/GCF_001036355.1_ASM103635v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/355/GCA_001036355.1_ASM103635v1
Pseudomonas aeruginosa,Pae_CF67.11n,19537,SAMN03566438 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036385.1 ,6.40526,66.4,-,LEJI01,121,6120,5931,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/385/GCF_001036385.1_ASM103638v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/385/GCA_001036385.1_ASM103638v1
Pseudomonas aeruginosa,Pae_CF67.11o,19537,SAMN03566439 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036405.1 ,6.38588,66.4,-,LEJJ01,210,6076,5872,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/405/GCF_001036405.1_ASM103640v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/405/GCA_001036405.1_ASM103640v1
Pseudomonas aeruginosa,Pae_CF67.11p,19537,SAMN03566440 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036415.1 ,6.40346,66.4,-,LEJK01,75,6114,5944,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/415/GCF_001036415.1_ASM103641v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/415/GCA_001036415.1_ASM103641v1
Pseudomonas aeruginosa,Pae_CF67.11q,19537,SAMN03566441 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036425.1 ,6.40267,66.4,-,LEJL01,173,6117,5910,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/425/GCF_001036425.1_ASM103642v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/425/GCA_001036425.1_ASM103642v1
Pseudomonas aeruginosa,Pae_CF67.11s,19537,SAMN03566442 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036465.1 ,6.4065,66.4,-,LEJM01,126,6117,5933,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/465/GCF_001036465.1_ASM103646v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/465/GCA_001036465.1_ASM103646v1
Pseudomonas aeruginosa,Pae_CF67.11t,19537,SAMN03566443 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036485.1 ,6.40514,66.4,-,LEJN01,85,6114,5937,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/485/GCF_001036485.1_ASM103648v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/485/GCA_001036485.1_ASM103648v1
Pseudomonas aeruginosa,Pae_CF67.12d,19537,SAMN03566447 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036495.1 ,6.40169,66.4,-,LEJP01,150,6115,5927,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/495/GCF_001036495.1_ASM103649v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/495/GCA_001036495.1_ASM103649v1
Pseudomonas aeruginosa,Pae_CF67.12c,19537,SAMN03566446 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036505.1 ,6.40562,66.4,-,LEJO01,144,6116,5927,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/505/GCF_001036505.1_ASM103650v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/505/GCA_001036505.1_ASM103650v1
Pseudomonas aeruginosa,Pae_CF67.12e,19537,SAMN03566448 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036545.1 ,6.39491,66.4,-,LEJQ01,167,6123,5894,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/545/GCF_001036545.1_ASM103654v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/545/GCA_001036545.1_ASM103654v1
Pseudomonas aeruginosa,Pae_CF67.12f,19537,SAMN03566449 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036565.1 ,6.40486,66.4,-,LEJR01,115,6108,5930,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/565/GCF_001036565.1_ASM103656v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/565/GCA_001036565.1_ASM103656v1
Pseudomonas aeruginosa,Pae_CF67.12g,19537,SAMN03566450 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036575.1 ,6.40676,66.4,-,LEJS01,153,6118,5918,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/575/GCF_001036575.1_ASM103657v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/575/GCA_001036575.1_ASM103657v1
Pseudomonas aeruginosa,Pae_CF67.12h,19537,SAMN03566451 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036585.1 ,6.40751,66.4,-,LEJT01,117,6145,5926,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/585/GCF_001036585.1_ASM103658v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/585/GCA_001036585.1_ASM103658v1
Pseudomonas aeruginosa,Pae_CF67.12i,19537,SAMN03566452 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036605.1 ,6.39996,66.4,-,LEJU01,166,6112,5917,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/605/GCF_001036605.1_ASM103660v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/605/GCA_001036605.1_ASM103660v1
Pseudomonas aeruginosa,Pae_CF67.12j,19537,SAMN03566453 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036645.1 ,6.41235,66.4,-,LEJV01,90,6127,5948,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/645/GCF_001036645.1_ASM103664v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/645/GCA_001036645.1_ASM103664v1
Pseudomonas aeruginosa,Pae_CF67.12k,19537,SAMN03566454 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036655.1 ,6.40306,66.3,-,LEJW01,182,6127,5906,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/655/GCF_001036655.1_ASM103665v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/655/GCA_001036655.1_ASM103665v1
Pseudomonas aeruginosa,Pae_CF67.12l,19537,SAMN03566455 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036675.1 ,6.40191,66.4,-,LEJX01,194,6123,5907,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/675/GCF_001036675.1_ASM103667v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/675/GCA_001036675.1_ASM103667v1
Pseudomonas aeruginosa,Pae_CF67.12m,19537,SAMN03566456 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036685.1 ,6.42152,66.3,-,LEJY01,146,6136,5934,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/685/GCF_001036685.1_ASM103668v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/685/GCA_001036685.1_ASM103668v1
Pseudomonas aeruginosa,Pae_CF67.12n,19537,SAMN03566457 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036725.1 ,6.39838,66.4,-,LEJZ01,211,6121,5890,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/725/GCF_001036725.1_ASM103672v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/725/GCA_001036725.1_ASM103672v1
Pseudomonas aeruginosa,Pae_CF67.12o,19537,SAMN03566458 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036735.1 ,6.4066,66.4,-,LEKA01,169,6135,5905,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/735/GCF_001036735.1_ASM103673v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/735/GCA_001036735.1_ASM103673v1
Pseudomonas aeruginosa,Pae_CF67.12p,19537,SAMN03566459 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036765.1 ,6.40782,66.4,-,LEKB01,128,6110,5937,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/765/GCF_001036765.1_ASM103676v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/765/GCA_001036765.1_ASM103676v1
Pseudomonas aeruginosa,Pae_CF67.12q,19537,SAMN03566460 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036775.1 ,6.40975,66.4,-,LEKC01,156,6115,5925,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/775/GCF_001036775.1_ASM103677v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/775/GCA_001036775.1_ASM103677v1
Pseudomonas aeruginosa,Pae_CF67.12r,19537,SAMN03566461 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036805.1 ,6.40341,66.4,-,LEKD01,134,6113,5935,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/805/GCF_001036805.1_ASM103680v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/805/GCA_001036805.1_ASM103680v1
Pseudomonas aeruginosa,Pae_CF67.05q,19537,SAMN03566322 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036815.1 ,6.40586,66.4,-,LEEU01,140,6127,5934,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/815/GCF_001036815.1_ASM103681v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/815/GCA_001036815.1_ASM103681v1
Pseudomonas aeruginosa,Pae_CF67.05r,19537,SAMN03566323 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036825.1 ,6.3983,66.4,-,LEEV01,243,6108,5880,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/825/GCF_001036825.1_ASM103682v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/825/GCA_001036825.1_ASM103682v1
Pseudomonas aeruginosa,Pae_CF67.05t,19537,SAMN03566325 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036835.1 ,6.4089,66.4,-,LEEX01,114,6128,5942,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/835/GCF_001036835.1_ASM103683v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/835/GCA_001036835.1_ASM103683v1
Pseudomonas aeruginosa,Pae_CF67.06a,19537,SAMN03566326 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036885.1 ,6.38933,66.4,-,LEEY01,160,6151,5770,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/885/GCF_001036885.1_ASM103688v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/885/GCA_001036885.1_ASM103688v1
Pseudomonas aeruginosa,Pae_CF67.06c,19537,SAMN03566328 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036895.1 ,6.39477,66.4,-,LEFA01,139,6126,5797,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/895/GCF_001036895.1_ASM103689v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/895/GCA_001036895.1_ASM103689v1
Pseudomonas aeruginosa,Pae_CF67.06b,19537,SAMN03566327 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036905.1 ,6.3851,66.4,-,LEEZ01,161,6133,5779,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/905/GCF_001036905.1_ASM103690v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/905/GCA_001036905.1_ASM103690v1
Pseudomonas aeruginosa,Pae_CF67.06d,19537,SAMN03566329 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036915.1 ,6.36099,66.3,-,LEFB01,297,6180,5582,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/915/GCF_001036915.1_ASM103691v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/915/GCA_001036915.1_ASM103691v1
Pseudomonas aeruginosa,Pae_CF67.06e,19537,SAMN03566330 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036965.1 ,6.3862,66.4,-,LEFC01,173,6145,5784,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/965/GCF_001036965.1_ASM103696v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/965/GCA_001036965.1_ASM103696v1
Pseudomonas aeruginosa,Pae_CF67.06f,19537,SAMN03566331 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036975.1 ,6.38647,66.4,-,LEFD01,160,6151,5794,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/975/GCF_001036975.1_ASM103697v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/975/GCA_001036975.1_ASM103697v1
Pseudomonas aeruginosa,Pae_CF67.06g,19537,SAMN03566332 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001036985.1 ,6.35627,66.3,-,LEFE01,334,6177,5524,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/036/985/GCF_001036985.1_ASM103698v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/036/985/GCA_001036985.1_ASM103698v1
Pseudomonas aeruginosa,Pae_CF67.06i,19537,SAMN03566334 ,PRJNA282164,Proteobacteria,Gammaproteobacteria,GCA_001037025.1 ,6.39048,66.4,-,LEFG01,160,6141,5751,6/22/2015,3/17/2017,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/037/025/GCF_001037025.1_ASM103702v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/037/025/GCA_001037025.1_ASM103702v1
